Loading TTS model...
Running TTS on zulu/test...
[3f6d1fe7-d06d-49c9-babd-34f728ee4f96/1dd052fd354de279cf808ae3097809a4] inf_time 1.912s | dur 5.611s | RTF 0.341 | dyn_rng 0.499
[50a10c4b-aa68-4836-9313-e6586f40a675/e80bf602cbabedd13ca69a4a01d4b2c4] inf_time 2.167s | dur 7.893s | RTF 0.275 | dyn_rng 0.421
[367dc295-1a2d-4504-b674-b53f3d6d5273/12c5cb8ede74636d0a06eeb6d314742a] inf_time 1.073s | dur 3.712s | RTF 0.289 | dyn_rng 0.316
[7edb35cc-181a-4dc9-983e-8014b945341a/db4df737f1eb4fbfe47a5aa110ddf60e] inf_time 3.868s | dur 14.485s | RTF 0.267 | dyn_rng 0.646
[3c48479d-593a-40d5-9eb8-b5465903eb7b/0681f3725ef3d9f5956ebca796c70b4f] inf_time 1.707s | dur 6.080s | RTF 0.281 | dyn_rng 0.499
[6b16731c-7f16-40ae-8052-bf438f312ccc/67d3ee8e873c00bdccbedfcfda6e9a23] inf_time 1.233s | dur 4.448s | RTF 0.277 | dyn_rng 0.391
[0f62d176-5240-4ab1-8d22-1369980019d7/94834c45d8c6b26ce4c32cce559d60c2] inf_time 0.898s | dur 3.061s | RTF 0.293 | dyn_rng 0.327
[4813f30e-e7f1-4d7a-bff1-7a2f7ee154fe/5649c5502251c5c863ad9f6582d30c5e] inf_time 3.797s | dur 14.208s | RTF 0.267 | dyn_rng 0.601
[d908c10e-dd2d-44f0-a372-10aca8bee5d6/17a677e51523c65279455a69b72cbb7e] inf_time 1.065s | dur 3.659s | RTF 0.291 | dyn_rng 0.425
[35576a8b-99a4-4432-8956-00bd840f3388/c2423210a58ca2ea9e7d76a4185eb081] inf_time 3.112s | dur 11.467s | RTF 0.271 | dyn_rng 0.690
[5879a026-0f8c-499e-b5a4-f342426a4e6a/f44024676ad10e08833288c081b4f81a] inf_time 1.148s | dur 4.085s | RTF 0.281 | dyn_rng 0.457
[1c9cf7a0-56fe-45ca-a8bf-d784a766ab5d/3339c60eb6dfc452a293b66286c7b82a] inf_time 3.421s | dur 12.629s | RTF 0.271 | dyn_rng 0.520
[438ccdb6-6a97-42a2-8f44-19b631fda2c0/f2ac5a9cd8a8ed362917f117db2e9f3d] inf_time 2.413s | dur 8.864s | RTF 0.272 | dyn_rng 0.559
[f8afdfc7-45d7-4a0d-b0af-f3b7a3f40834/1ff18b9cb28000f71ac70928fdae16f1] inf_time 2.560s | dur 9.419s | RTF 0.272 | dyn_rng 0.450
[4f987b80-c0cf-457b-a14f-84a99880c85c/b0fe2899c114471b3642aa66eaea8a07] inf_time 2.865s | dur 10.677s | RTF 0.268 | dyn_rng 0.579
[6f2f4b91-5278-4e42-88a9-a8400060b2c2/8637a89e64dd9cc1e59768d480f576bf] inf_time 2.261s | dur 8.309s | RTF 0.272 | dyn_rng 0.437
[67e668e3-63b1-4007-bb1f-71d31060bc9b/0264b61e251ac2e00291df931d3cc237] inf_time 1.636s | dur 5.941s | RTF 0.275 | dyn_rng 0.440
[ee3d9a8a-7dad-4c6b-9961-20ab13a2173e/702c0df356d8335a6fa9d76fdd25df99] inf_time 1.835s | dur 6.677s | RTF 0.275 | dyn_rng 0.374
[e5334b9a-e248-4734-9e89-50b2c4801f4b/7c9e869983ebcf8f988b62ce53508d01] inf_time 1.875s | dur 6.827s | RTF 0.275 | dyn_rng 0.402
[027cccca-2aa3-4ac7-992e-9b14860a02aa/3c1548b13baaaadef61a032194bb0c9c] inf_time 2.366s | dur 8.448s | RTF 0.280 | dyn_rng 0.356

Metrics per utterance saved to /data/user_data/mkapadni/speech_project/tts_outputs_zulu/zulu_test_tts_metrics.csv
Evaluating with ground truth audio...

Running TTS evaluation using ground truth audio comparison...
Warning: Missing audio files for 3f6d1fe7-d06d-49c9-babd-34f728ee4f96/1dd052fd354de279cf808ae3097809a4
Warning: Missing audio files for 9feb4f83-1400-43c8-ac1d-2d4806f289fd/889ae45d82fd4ce04bc5b5ff8d1e67dd
Warning: Missing audio files for 3e2bcaa9-a3ff-4f01-b38d-3cbf21254b0b/4dc85b0217a3a1e35dd086d6050476a3
Warning: Missing audio files for ee01742a-3109-402c-b043-14d6fefd15ae/e09a3daaf9fc6a729dd009aa6adb1761
Warning: Missing audio files for af79fd41-13b0-4102-8e10-695637d0c7c5/926ed0928c83c6a5d6138b3fcafe1dd9
Warning: Missing audio files for 4f111c16-b83f-4799-80b9-37a82f1191f8/76edf3a5534d9a0c392ccec1da3fd44f
Warning: Missing audio files for bf3492c0-1fd7-4e97-82ec-2172d8d55c24/04239fb681a6626e42ffd58dd45fb68f
Warning: Missing audio files for a3d168ba-7c00-4b61-84bc-78d044794f66/5c1ed4e824c62edd3b4d5c3ea58ce5d9
Warning: Missing audio files for db799b56-0235-4cc2-9be8-ed91b6db1093/e7c8df09f42a2ead7352897807a25b95
Warning: Missing audio files for ce9c2708-c254-4ec2-83cc-1f6621062f9c/5c6725b3117540cac5326254be8fb0eb
Warning: Missing audio files for 4a9f8e8e-a515-4aa6-b0d6-a9c3c1b60f9a/5558ad58c069a07c02abeec99e0f73a2
Warning: Missing audio files for 702dbaf8-a97e-4821-a9e4-0f189d0c16da/e749421751ebee73987b9e4458196871
Warning: Missing audio files for 4032f953-e42b-446e-8578-37afe7906b51/aa6bc5612889c651310657ae5eac02f8
Warning: Missing audio files for 5a2ed013-9cd7-492b-b6aa-25ab389bbad6/f15d52d102a43cae9fa95260a5c61c96
Warning: Missing audio files for 380d9c9e-753b-4a2c-be51-f72030ec39ff/fc036d27e23efe0a46d8369b5b34af39
Warning: Missing audio files for f8f3aab1-dc2c-4146-a768-6de454ae925f/bfa54dc6827dde30d5e9ced3c2274d38
Warning: Missing audio files for 44771c3d-f6b9-48b9-a0ce-d0f008f95106/dd6382c3ddb6b5e71f8fde356480c73c
Warning: Missing audio files for 8888c232-3b02-4687-8031-5f551ed8339f/0640ba3793010f164f5911e7cfb4efd4
Warning: Missing audio files for 382e4f2a-c38e-43ad-8915-0a89e68a8649/a8f4d543fb0c4dedea8ae3594afe9d86
Warning: Missing audio files for 153bb5ce-47f2-47e7-aa55-5d9315f004c5/9c5d960303bef966092ab977c6fdb014
Warning: Missing audio files for 14d54a4a-0633-4074-be13-da86580f9285/15cf6b67072e4baec89ffff375946a27
Warning: Missing audio files for 441c8fb1-932a-48af-9d1c-01f91d780213/7f96694c3457759908679b6625f10dc6
Warning: Missing audio files for 8a479d1e-f4f6-46fb-b631-d68957e57fb9/8e0a364fbcca4ae5b3db479f5ab916d8
Warning: Missing audio files for 18a869a8-1a97-4918-92eb-b9384f069bcf/4ccb953bc4cf93aba4d9eb35d6fc9c0a
Warning: Missing audio files for 731a848c-7302-4cab-bff0-01ede7457236/27bcbbed20144bce11d3fd429a2f238f
Warning: Missing audio files for 4682885a-9700-445a-9f80-6684e55be376/a70e70f0517cba465c5b25cc842e7493
Warning: Missing audio files for 3aadfe28-7caa-4d11-bbcc-6a0de7bd96c9/8097f46c7a3980995361a864c2b61cdc
Warning: Missing audio files for 0c71fbfb-d66f-47e4-8f6d-79c1f085c0dc/8e413f4d8e077edc021c131b657662ac
Warning: Missing audio files for c905c1df-2fc1-424e-a107-cdacfb1841b8/53c6be13b147a5232128f670dbf0c9fc
Warning: Missing audio files for 5b7a8472-6c30-4a09-8f52-46619cb1f2f2/d1d42b85cbee788d78b557a8a5c49761
Warning: Missing audio files for c7a7cb5c-b770-42a3-b188-c666645e0986/015921c5792b3e06766a16cb29141510
Warning: Missing audio files for ad4e9164-1eb7-49d3-b66b-5ddda6056b3a/dcd16f6a7344f9ac6f74554239f656ec
Warning: Missing audio files for 9832998d-0f94-4380-a7c1-b9ea2da176ef/e145ef6f1dfa52fdcc28992a7cd0a578
Warning: Missing audio files for 6932ef0e-72d2-4dff-ad69-b352acc2f6ee/7fceba3e060fc150037e6a5c92ad7431
Warning: Missing audio files for 6ef6df36-44a0-4f1c-8ec1-9ad9ef08a9c8/c8a9fe423c8d19ea8e74aa549be10090
Warning: Missing audio files for f9088dd5-33c8-4966-a0af-e1872072ea7e/2860277c340f1d10b9b98ab3c3e69805
Warning: Missing audio files for 661046f8-45fb-4ffd-9668-1662b2390f2f/670411d1897bcef118e93a4c97141aba
Warning: Missing audio files for b12b15a1-38e0-48e2-8ad6-28a7d4216c83/9a46660765e79f260f36c87b7d7cc568
Warning: Missing audio files for d69b3017-366b-4f27-98b2-ae4e611dcb73/5a8bad0dbbba637522bfd9ef44a0379c
Warning: Missing audio files for fc02b6b2-66dc-436c-af66-f7999744e32c/57b694ecb02a974c1ff2342c1fe240a6
Warning: Missing audio files for 20dc12cd-174f-4bda-9c16-5c4898a171bf/c67f6790ab4d8a9e508a61ecf9515f6e
Warning: Missing audio files for 18b939b0-93f0-4bd1-aa2a-f4f7c25afdf0/a1f3f984bb627d7ddd66f83df18343f0
Warning: Missing audio files for 2e3b254b-5856-47d2-abfe-92d2b9682e47/817c1538fbc0871278857ff41d37bc15
Warning: Missing audio files for 0ddc48c8-dd32-4e73-ae99-d99e77c273ea/42758ce96b64385a860e8745270db2b4
Warning: Missing audio files for 62c9e242-f0df-4a91-970f-be0165073f11/890962530d9cbc277bea79fc14e7413d
Warning: Missing audio files for 8e6f67db-d185-4258-8d69-4a3d65bf0baa/8bdad168220501c0de995df521cb8732
Warning: Missing audio files for e534bc7c-0f7e-4eb5-8215-69a8e9ed2b83/33337897d42484e3176cf34ff5c79334
Warning: Missing audio files for 510e0eba-fce1-42f6-a462-05a0b3abfa9e/87a2d371cf1313af3015d88405d5deb6
Warning: Missing audio files for d3c64ff4-93e9-4aac-a43e-9f8226468414/5ab8970fcefea4920ff4f5b51ad8fe21
Warning: Missing audio files for 32a01b59-eee0-4ffd-9ac2-167ea8b4f0fc/18288f4234478a048c9f6e249caa2240
Warning: Missing audio files for 7ef440d6-7deb-48a3-a4f9-021bddbca8ca/d30a21eba75ac3cb62ec83efeb2d797b
Warning: Missing audio files for 25fd4ffd-1c7b-4e11-9adc-1f221cef2f67/5b6730aa157163c5c4860ff994558231
Warning: Missing audio files for a428cff4-88e3-40b6-a9a5-6307b27b548b/3becdecec1c78da05b858e6b4139b073
Warning: Missing audio files for 41a32bff-3efb-4f40-99bb-3df348a67878/f5f5a62782b3a82d1abc5a5529942a00
Warning: Missing audio files for 9dded3f9-8ec1-48b8-bf94-3369f5a36a34/b1941c49f173f78189e9b7c2b141479e
Warning: Missing audio files for 25ec0229-ed91-42d9-a525-dfce73682be8/aa44ad0d3bbeb06ed37cc3525c3c3515
Warning: Missing audio files for da40c793-9864-4c48-ab92-804b4f4d3043/d6de908863e87726e42367d64be8b137
Warning: Missing audio files for 74a193ce-da7c-4476-8276-9171eddfc468/1e22da8d0c5fec3b9977c8824c704130
Warning: Missing audio files for 10eb2fe5-99ac-4001-a77f-91b594556282/207411187dc6a2c72a07ef4746614a5f
Warning: Missing audio files for 4546515f-45bc-4358-9054-78266ae70f1e/4d0f271af884f359401bb1bcf5b3f2f1
Warning: Missing audio files for 01187768-59bf-4803-acec-821e4343aee8/a13798277b181080a01cc5bd48e9b0ab
Warning: Missing audio files for 3628dba4-ae29-408b-9f2b-b3431f120caa/7d91a12cb7005e98c32350a3661782dc
Warning: Missing audio files for 6c71ae4f-2811-4191-b4c7-172b68c291cc/211a3f4bad1ea5a48fc450ccd5d0b774
Warning: Missing audio files for 2b571120-30cc-4c52-921d-b16ad0a2d142/49adec52cfafba0612fb96a69eec9cfe
Warning: Missing audio files for 52d67c35-3f13-47d2-b908-4d2e9d30000a/4dd8cf51d277816e108a66fe6f16de15
Warning: Missing audio files for d489c8f8-172a-43d7-81fe-3a0c700d783d/8fc8945bbd6baeb7433d37e26901de32
Warning: Missing audio files for 5c3f1733-d153-4cc3-a6ca-73a8173cbf21/239507c665c9b79900a7066d7467b751
Warning: Missing audio files for cccf1466-f11e-46b7-afb0-6438a7c7afda/cf509c527187795c20d15550ff3fe1ae
Warning: Missing audio files for 69ed826d-b3ba-44d1-a022-f40d79171fc8/a5e1cde9a15b332abd38f19af74129c4
Warning: Missing audio files for 2f6b8eca-0fef-421e-8d43-4b5f02bcceb4/e1d370800517b8ec829ac42c44e7f5b1
Warning: Missing audio files for a5647b92-96b2-4f00-a221-1342d57c32a8/e5cf5bc670277ec26f4003bce61b8ea5
Warning: Missing audio files for 1d0166f9-8dd8-4807-a485-d42e3d5953d8/c09b78bd9cc4bc204aa43418c3a62bdb
Warning: Missing audio files for 558c20e8-daf8-44db-a73b-d2d4ca5e4d7d/8151db3ef5b6b7abe991d6ac266ba5a2
Warning: Missing audio files for be30763f-683f-49c2-8885-71f64a3b9ebf/d227681f3af3dd55e37e5b88738491da
Warning: Missing audio files for 53417bcf-21ec-4821-9a1b-ef418102eb65/9afd2a9c3ddfa8faf239232d81b81d06
Warning: Missing audio files for 60a640b7-e090-4f36-8da2-0588e1baf6bc/3846ab787a193f6d0af5ea2dbdb4c8f8
Warning: Missing audio files for 97a88f3d-f085-4489-95d3-77355ad7a412/a052461edb0a8a699c7c0bec403d83bf
Warning: Missing audio files for 6f6212f9-edc9-4bdd-8415-d2b3fe4109ee/8fe4d60ce4a48a3d91910ba77a90fc68
Warning: Missing audio files for ea7114f5-731f-4e7d-891c-78a9ce661cde/fc8bad3aa32339ce885d40ceb4700a72
Warning: Missing audio files for e9fdffe8-7de7-4ee2-8203-e88a537e0171/250aa8ed0d229a0ebd8bcf77d0bd42d8
Warning: Missing audio files for ba3cbfb0-6874-4fbc-8a09-4cd25b825cb1/c53dc7ac49720a632a19303e25370077
Warning: Missing audio files for 60546ac9-4335-4cd3-971f-8ca14bf68a60/6a5027d0bfc5e99ca21e7ca579162d15
Warning: Missing audio files for 0bbc2106-aea3-4c8e-a86f-c4e26c15cdcf/8effa4140ad1512d2fc2e056260667ac
Warning: Missing audio files for bd42279c-5fad-4d5d-b4a7-3abb512b31ea/7eeb63c346189d6b4a2fff2a8b280d93
Warning: Missing audio files for 71c921d0-daf9-4a52-b30c-e2c18a298b59/dde32cf52d070f2bd3e67accb83613c4
Warning: Missing audio files for 689c77d7-61c1-4ee5-b7da-c7365d617316/ae81faaa00c3d7d29fd7f6030707ed1b
Warning: Missing audio files for 87b6fd28-4372-4c9b-91de-2739227eacb7/72684dc36d9ae96ff504962a7e087478
Warning: Missing audio files for 8e240320-dc72-4344-a60c-ffc9f8b5cbbd/154e8e60c512ecd27128a592eac6ebf9
Warning: Missing audio files for 01fdb9fd-45af-44b5-af3c-72d6ab5fadb9/acb085cd32bea752da8fe4c577f3d810
Warning: Missing audio files for fe4f941a-b71d-422a-97f2-68191f0ca970/5b9b5b2b61a38a30ae49bd7fc4f2c602
Warning: Missing audio files for 2ba6e675-e7e3-43c1-8a7d-13b01fb99375/2d6cb84f9cc2e07e0163cab10291ca5f
Warning: Missing audio files for e19c0505-74c3-48ad-a786-c0ce9540d06a/48fbd645a26776a887c22eff142a18ae
Warning: Missing audio files for 71a60399-df16-46d8-83fa-f7c3ec0c4ab1/230b9dc70d5545bcc5a2ed3b7bb6019b
Warning: Missing audio files for ced55ae5-9691-4bc1-a4e1-c995e43ccc17/e85b940a807df3864f9beb504b60716e
Warning: Missing audio files for 5af8909f-8fe9-4b1a-ab64-3857f5b6e378/72a65cc8b4bb2e860405d6b41018e2c5
Warning: Missing audio files for 866c3f4b-7005-4e64-9eab-644ca8e71877/809a71c45d47444e4167289db2cd9838
Warning: Missing audio files for ae675125-8e51-4b95-bdd1-7552c59f4563/bb0cc55a673f5bc60019b641b2024d1f
Warning: Missing audio files for bcd20888-04aa-41ac-b074-a1151c8776b8/22eab56e782ab270e477eb1b5d21faa7
Warning: Missing audio files for 9c8b98af-96e5-439e-ae27-6099559bfc52/42b8cb4a7933370f63f54477a14700be
Warning: Missing audio files for 17f6260c-93ed-48cf-880a-7b8a92fe69ea/f1c89202fd86b5ffd6e9fa078a328ac6
Warning: Missing audio files for 8424507c-9149-4a97-bc12-5548d4312f07/d1a153079e60046427f7c60df30d4881
Warning: Missing audio files for 6e9e9f45-f041-4274-a3a4-c6da8f818841/554f3a6975515b9a651129fb73c935c0
Warning: Missing audio files for eba77cc4-0651-4b3b-a88c-8e28acc76bd9/8137bd2b624c4e5a3ad7079e4065225b
Warning: Missing audio files for f2743bf1-ee3f-41de-bc6b-094ff233b221/cb0c1834609e6139ff20ed737bb902e2
Warning: Missing audio files for e20b117e-f82d-489b-85e1-e7f520217782/0ee270da3279cd41f1bb91f57fd28154
Warning: Missing audio files for 5cc9e338-d4f4-4e05-b899-50b13513e2b3/6f29d9fd3d0d08e3d560ffc1a049ad1c
Warning: Missing audio files for 827d6d13-ceda-4f36-811c-24adcd6ecc11/b4bff65cde60dea52a2d449f94a276d1
Warning: Missing audio files for 6cc12689-c9dd-4e30-8bd7-1f7d02fa9505/716f9647d1be9a232eec1a806ab094b4
Warning: Missing audio files for 619c5b9b-6fa7-43ac-8f4f-9e5fd1dc4999/88c6f22e9ba6d31962cff76ead6c18de
Warning: Missing audio files for cedf3c2a-7f6e-4f5f-9dc6-1f96f1f36801/71b85099ae1cce7197e75532497728e6
Warning: Missing audio files for 9ae5d2bf-f3ee-4223-a077-bb4a5ea9a78d/6fa05f0481c66abe05b89d77cf2917aa
Warning: Missing audio files for 01504ad2-774c-4339-a711-8737a4e1bde9/eb2e7d743fbec70be9458d7a5dacb7f0
Warning: Missing audio files for 4ae7ae51-e50f-4a58-9121-548b8785db12/ea5934a94b7c7ac6f4b417c88459dba2
Warning: Missing audio files for 35cb492f-38ab-40e6-91dc-5160d4f601c1/f37a45ebdd4e0f4d64389e53e9d97f07
Warning: Missing audio files for 4dc5a6d2-bed9-49de-a467-e34303d903f7/19167ede5f2986c381d434cd3806592c
Warning: Missing audio files for 723dcdf6-6b48-4a73-9775-bfa2cdb85c47/fd487c6ee9df430326bc55cdd63a7132
Warning: Missing audio files for 8f846b29-2087-411e-afbc-96805abbaf98/2c49bdf9009bbf27a297eaff4526407e
Warning: Missing audio files for a93100f9-87b0-49bf-a027-ba8cc6597dc4/4d649252150066a3ed82015ba1cfeb65
Warning: Missing audio files for b80289d4-0c19-4b9c-8663-b0a2440a7d41/4398a32942f8ac5b635d017247bb19da
Warning: Missing audio files for 716e7595-783b-4201-9ab6-2d719dc7ef8f/a7abd0164ab2c236111f9e757c330d81
Warning: Missing audio files for a5dafe9a-0b6e-4dd5-b5cc-5e3f031f01dd/165d8f3be5257761753617ea0bbc629e
Warning: Missing audio files for 131fe82b-e239-43a9-9252-bfad96c4b655/a46c60048f08a37486e98cd7c42f425c
Warning: Missing audio files for 168b51fc-7252-41f8-b544-9987ef0d2b81/081319f429b69b5d892a7cda2839cbc0
Warning: Missing audio files for 211ff33b-7cc7-4ad6-adc1-8c8db3cd5bd0/fd748a33759b8ff58266091e8f09d61f
Warning: Missing audio files for 28245e53-50dc-4fc1-8d93-3097cf696d85/6de0efd8cdf35c6a868b0b55914d5aa6
Warning: Missing audio files for f557a3fc-2eb5-4855-b0e2-58471dfa5d62/c7993ec7474fee85835c7a9103a579e6
Warning: Missing audio files for 22d6503e-c495-4ae9-8e2d-aaf48ce54ed9/6fcaad8ac5dacbc34b95da8ac9387451
Warning: Missing audio files for 72a56ee0-550b-4c8c-9a06-14086fa15423/467cf15836a952a60879897fa3d2c7ef
Warning: Missing audio files for 41deec03-c65d-4ef2-bf67-6c5041925cc7/d5d9845197522ebe9c1c21d07e757dc6
Warning: Missing audio files for e0d697b7-e5ce-45da-a5c9-42842a28382f/76c3897f1b5a56c9a548ded09782f2f0
Warning: Missing audio files for 62a020ac-ed9a-4772-ac04-d0ad0600b951/15baae432fc2ebf47fd45be50d90c675
Warning: Missing audio files for c9f1950b-68be-425d-a649-a81c1efb3fb8/58a693cbb8450ca32461d665a66861de
Warning: Missing audio files for c18b8994-2f20-4e66-9a61-7755fc1d84a4/be326fb2a3d43fb283f273982fa3085c
Warning: Missing audio files for 83489ede-887a-4231-85b2-bf5b8818ab22/be296c0913a26f90bf20bb614c21b485
Warning: Missing audio files for 123999bb-6b1f-455c-ae35-d9ed320d76b6/869991ee6432cb88aac86c4e965d7fa5
Warning: Missing audio files for efc5c295-70a2-451f-a83b-45bfd89d082f/63bfdd9d54495034fff590b4071d7b1f
Warning: Missing audio files for f3449ecf-7d78-42de-b075-6971a6924ac4/b56aa49aa38b9301956a6328ec00aa05
Warning: Missing audio files for b3170e26-db78-43c7-ad15-ebe025572f52/5813dc9ba54fd3ed1c25c6fbf39e238b
Warning: Missing audio files for d9453d8c-03ec-49b7-8302-c359a7246f59/214f8be65b7f261c5eaffef0a8dbdb42
Warning: Missing audio files for ecbffb3c-6864-453c-9458-97a2e2390925/0c55d44241d6b4a9a6f32078c68e3d21
Warning: Missing audio files for ec1f1ca3-f3a1-4f54-8cc5-e4d7a4017e15/7190940aa816fbc8b75726c7bb65389e
Warning: Missing audio files for f262dd25-dddb-4e3c-901a-33d2df0c8372/fb64a7ba10f7f61bedba5e3aeecb8c5e
Warning: Missing audio files for 963fa18d-748d-4364-ad74-c8e293331d74/6fa986921d8cc6a05f74bd6f372ea6ac
Warning: Missing audio files for ab2e1d50-def3-470e-b325-06aa76c628c9/c8dde38e7a0d24a09e49d1c5dcc90e0a
Warning: Missing audio files for 1fcca782-6ded-41c1-8ad9-c9d89cca8c70/00dddfea171f988faf1d876349b6fefc
Warning: Missing audio files for 6dcec33e-d586-4b09-b2e5-b8132433f152/ab4c8b9418d3ed6037125ef0c2c59206
Warning: Missing audio files for 09cbce27-170a-41a0-a037-141e27630047/ccbc7a2cad9a7e59896495e75f66c804
Warning: Missing audio files for deea08d0-1581-4e56-9f49-5c71f5aa9ce8/a5467c791af2bd4dcca2b3d314d40aad
Warning: Missing audio files for d7802751-5851-4493-a7e2-2b612bb7c5a2/11febafbf57b3fe5361890713c22b67c
Warning: Missing audio files for ce86ab16-11fc-4ec6-aa23-0b39ddbd4d01/f53caee569f9bc956f0a90872696ac34
Warning: Missing audio files for c4dd502d-4b49-42a2-b9ad-3d074cc1289c/eaf908a2d66415dbed134a639b57b7c5
Warning: Missing audio files for 513d88cc-fd45-48ed-908b-1d3877ce3b2e/8140cbc3da5e6b5b5ffb30c0c24b241e
Warning: Missing audio files for 5d051c27-d2a6-4f2a-8720-f12a0dbc7c03/6745ef9ed4ff553c2f9d2e0f2c9d6a4b
Warning: Missing audio files for 8cbd99b9-a0d4-45fb-8465-7e973bd80ef7/c94a2cabc0bc1e11ac36d9689534deb5
Warning: Missing audio files for b46faac9-8b5a-4c97-8a94-06d2f3a42e8f/ba56b37aa5d67d7689afb3b009afae7d
Warning: Missing audio files for 94b26d40-1c43-4799-b959-8a59c34fd9cd/2f6bfcf2638d637aa7119fa77964ba08
Warning: Missing audio files for 50a10c4b-aa68-4836-9313-e6586f40a675/e80bf602cbabedd13ca69a4a01d4b2c4
Warning: Missing audio files for 367dc295-1a2d-4504-b674-b53f3d6d5273/12c5cb8ede74636d0a06eeb6d314742a
Warning: Missing audio files for 7edb35cc-181a-4dc9-983e-8014b945341a/db4df737f1eb4fbfe47a5aa110ddf60e
Warning: Missing audio files for 3c48479d-593a-40d5-9eb8-b5465903eb7b/0681f3725ef3d9f5956ebca796c70b4f
Warning: Missing audio files for 6b16731c-7f16-40ae-8052-bf438f312ccc/67d3ee8e873c00bdccbedfcfda6e9a23
Warning: Missing audio files for 0f62d176-5240-4ab1-8d22-1369980019d7/94834c45d8c6b26ce4c32cce559d60c2
Warning: Missing audio files for 4813f30e-e7f1-4d7a-bff1-7a2f7ee154fe/5649c5502251c5c863ad9f6582d30c5e
Warning: Missing audio files for d908c10e-dd2d-44f0-a372-10aca8bee5d6/17a677e51523c65279455a69b72cbb7e
Warning: Missing audio files for 35576a8b-99a4-4432-8956-00bd840f3388/c2423210a58ca2ea9e7d76a4185eb081
Warning: Missing audio files for 5879a026-0f8c-499e-b5a4-f342426a4e6a/f44024676ad10e08833288c081b4f81a
Warning: Missing audio files for 1c9cf7a0-56fe-45ca-a8bf-d784a766ab5d/3339c60eb6dfc452a293b66286c7b82a
Warning: Missing audio files for 438ccdb6-6a97-42a2-8f44-19b631fda2c0/f2ac5a9cd8a8ed362917f117db2e9f3d
Warning: Missing audio files for f8afdfc7-45d7-4a0d-b0af-f3b7a3f40834/1ff18b9cb28000f71ac70928fdae16f1
Warning: Missing audio files for 4f987b80-c0cf-457b-a14f-84a99880c85c/b0fe2899c114471b3642aa66eaea8a07
Warning: Missing audio files for 6f2f4b91-5278-4e42-88a9-a8400060b2c2/8637a89e64dd9cc1e59768d480f576bf
Warning: Missing audio files for 67e668e3-63b1-4007-bb1f-71d31060bc9b/0264b61e251ac2e00291df931d3cc237
Warning: Missing audio files for ee3d9a8a-7dad-4c6b-9961-20ab13a2173e/702c0df356d8335a6fa9d76fdd25df99
Warning: Missing audio files for e5334b9a-e248-4734-9e89-50b2c4801f4b/7c9e869983ebcf8f988b62ce53508d01
Warning: Missing audio files for 027cccca-2aa3-4ac7-992e-9b14860a02aa/3c1548b13baaaadef61a032194bb0c9c
Ground truth evaluation metrics saved to /data/user_data/mkapadni/speech_project/tts_outputs_zulu/zulu_test_gt_evaluation.csv

Running TTS evaluation using ASR...
Loading ASR model openai/whisper-large-v2...
Evaluating: 1dd052fd354de279cf808ae3097809a4_tts.wav
  Original text: check the product labeling for correct amount of productneeded figure 1.

  ASR transcription:  Check the product labeling for correct amount of product needed figure once complete.
  WER: 0.3636, CER: 0.1944
Evaluating: 889ae45d82fd4ce04bc5b5ff8d1e67dd_tts.wav
  Original text: the military should not alienate them by further high-handedness.

  ASR transcription:  the military should not alienate them by further high-handedness.
  WER: 0.0000, CER: 0.0000
Evaluating: 4dc85b0217a3a1e35dd086d6050476a3_tts.wav
  Original text: dense old scars may undergo hyaline degeneration and subsequent calcification.
  ASR transcription:  Oto-kazi yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yi yiyo, yi yiyo yiyo yi yiyo, yi yiyo yiyo yiyo, yi yiyo yiyo yiyo, yi yiyo yiyo yiyo, yi yiyo yiyo yiyo, yi yiyo yiyo yiyo, yi yiyo yiyo yiyo, yiyo yiyo yiyo, yiyo yiyo yiyo, yiyo yiyo yiyo, yiyo yiyo yiyo, yiyo yiyo yiyo, yiyo yiyo
  WER: 15.5000, CER: 8.6282
Evaluating: e09a3daaf9fc6a729dd009aa6adb1761_tts.wav
  Original text: quite energetic for someone that old.

  ASR transcription:  quite energetic for someone that old.
  WER: 0.0000, CER: 0.0000
Evaluating: 926ed0928c83c6a5d6138b3fcafe1dd9_tts.wav
  Original text: the universal protocol national patient safety goals requires marking and documentation to validate the intended site for the procedure.
